Pillar,Category,Level Description,Level,Impact,DDMType,ID/Internal Name,Maintenance Ref,Display Name,Summary,Full Description,Content Text,CTAButtonTitle,Region,Frequency,Action_Provider,CTAURL,"ApplicableAgeRange (from-to, separated by comma)",Applicable Genders (separated by comma),ApplicableEmploymentStatuses (separated by comma),Website Reference,MA Mktplace,Action_Provider,Provider_category,CTAURL,Delivery,Postcode,Free_paid,Afilliate payable,Affiliate platform,Start date,End date,Trust Pilot Rating,Trustpilot url,ESG Concerns,Review Date,G,Action_Provider,Provider_category,CTAURL,Delivery,Postcode,Free_paid,Afilliate payable,Affiliate platform,Start date,End date,Trust Pilot Rating,Trustpilot url,ESG Concerns,Review Date,G,Action_Provider,Provider_category,CTAURL,Delivery,Postcode,Free_paid,Afilliate payable,Affiliate platform,Start date,End date,Trust Pilot Rating,Trustpilot url,ESG Concerns,Review Date,G,Action_Provider,Provider_category,CTAURL,Delivery,Postcode,Free_paid,Afilliate payable,Affiliate platform,Start date,End date,Trust Pilot Rating,Trustpilot url,ESG Concerns,Review Date,END
Community,Expand,Social/community engagement,4,,Maintenance,381,,Tread the boards,Find an amateur theatrical group in your local area,Start attending a local amateur theatre group to create a fun new habit.,,Sign me up,UK,Weekly,Drama Groups,https://dramagroups.com/DGlocategroup.htm,All,All,All,https://link.springer.com/article/10.1186/s12889-019-8109-y,,Drama Groups,Company,https://dramagroups.com/DGlocategroup.htm,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community,Contribute,Social/community engagement,4,3,Development,382,383,Give blood,Learn about giving blood," Most people can give blood if they are fit and healthy, but there are some rules for donor to follow, find out if you can be a blood donor.",Giving blood saves lives. The blood you give is a lifeline in an emergency as well as for people who need long-term treatments.,Read,UK,,,,17-65,All,All,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.0958-7578.2004.00473.x,,NHS Blood & Transplant,Government Dept,https://www.blood.co.uk/who-can-give-blood/can-i-give-blood/,Online,N/A,Free,No,None,,,1.5,https://uk.trustpilot.com/review/www.england.nhs.uk,N/A,Annual,,Healthline,Content writer,https://www.healthline.com/health/benefits-of-donating-blood,Online,N/A,Free,No,None,,,1.5,https://uk.trustpilot.com/review/www.healthline.com,N/A,6 monthly,,NHS,Government dept,https://www.nhsbt.nhs.uk/what-we-do/blood-services/blood-donation/,Online,N/A,Free,No,None,,,1.5,https://uk.trustpilot.com/review/www.england.nhs.uk,N/A,Annual,,,,,,,,,,,,,,,,
Community,Contribute,Social/community engagement,4,,Maintenance,383,,Give blood,Do something amazing and become a blood donor,Sign up to join the community of blood donors and give blood every 16 weeks to help save lives.,,Sign me up,UK,Quarterly,NHS Blood & Transplant,https://www.blood.co.uk/the-donation-process/registering-online/,17-65,All,All,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.0958-7578.2004.00473.x,,NHS Blood & Transplant,Government Dept,https://www.blood.co.uk/the-donation-process/registering-online/,Online,N/A,Free,No,None,,,1.5,https://uk.trustpilot.com/review/www.england.nhs.uk,N/A,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community,Expand,Social/community engagement,4,2,Development,384,385,New social activity,Find social activities near you,"Find social activities offered at your local Age UK with activities such as bridge, photography club, pub lunch and tea dance and so much more.","We are social beings, and interacting with people is in our nature. But it also brings us benefits on a mental and physical level, social motivation and social contact can help to improve memory formation and recall and protects the brain from neurodegenerative diseases.",Visit site,UK,,,,46-99,All,All,"https://www.sciencedirect.com/science/article/pii/S1877042814003140, https://journals.sagepub.com/doi/abs/10.1177/1359105305057310?url_ver=Z39.88-2003&rfr_id=ori%3Arid%3Acrossref.org&rfr_dat=cr_pub%3Dpubmed&, https://www.hindawi.com/journals/jar/2012/173247/",,Royal voluntary service,Charity,https://www.royalvoluntaryservice.org.uk/our-services/social-activities/,Online,N/A,Paid,No,None,,,N/A,N/A,N/A,Quarterly,,Safeseniorcare,Content writer,https://saferseniorcare.com/recreational-activities-for-elderly-seniors/,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,,Life hack,Content writer,https://www.lifehack.org/articles/lifestyle/24-enriching-activities-50-somethings-should-their-free-time.html,Online,N/A,Free,No,None,,,3.1,https://uk.trustpilot.com/review/lifehack.org,N/A,6 monthly,,Age UK,Charity,https://www.ageuk.org.uk/services/in-your-area/social-activities/,Online,N/A,Paid,No,None,,,1.6,https://uk.trustpilot.com/review/ageuk.co.uk,N/A,Annual,
Community,Expand,Social/community engagement,4,,Maintenance,385,,New social activity,Join a social activity near you,Sign up to find the perfect social activity for you and make a habit of going weekly to find and build new connections.,,Sign me up,UK,Weekly,Age UK,https://www.ageuk.org.uk/services/in-your-area/social-activities/,46-99,All,All,"https://www.sciencedirect.com/science/article/pii/S1877042814003140, https://journals.sagepub.com/doi/abs/10.1177/1359105305057310?url_ver=Z39.88-2003&rfr_id=ori%3Arid%3Acrossref.org&rfr_dat=cr_pub%3Dpubmed&, https://www.hindawi.com/journals/jar/2012/173247/",,Age UK,Charity,https://www.ageuk.org.uk/services/in-your-area/social-activities/,Online,N/A,Paid,No,None,,,1.6,https://uk.trustpilot.com/review/ageuk.co.uk,N/A,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community,Expand,Social/community engagement,4,2,Development,386,387,Join a social group,Learn about the importance of joining social groups,"Joining a social group is a great way to meet new people, learn new things, find support, get out of your comfort zone and pursue your passions.","We are social beings, and interacting with people is in our nature. But it also brings us benefits on a mental and physical level, social motivation and social contact can help to improve memory formation and recall and protects the brain from neurodegenerative diseases.",Visit site,UK,,,,All,All,All,,,Pscychology today,Content writer,https://www.psychologytoday.com/us/blog/living-mild-cognitive-impairment/201606/the-health-benefits-socializing,Online,N/A,Free,No,None,,,1.7,https://uk.trustpilot.com/review/www.psychologytoday.com,N/A,Annual,,BBC,Company,https://www.bbc.co.uk/sport/get-inspired/45353880,Online,N/A,Free,No,None,,,1.2,https://uk.trustpilot.com/review/www.bbc.co.uk,N/A,Annual,,Country living,Company,https://www.countryliving.com/uk/wellbeing/a32850447/virtual-groups-loneliness/,Online,N/A,Free,No,None,,,2.8,https://uk.trustpilot.com/review/www.countryliving.com,N/A,Annual,,Meet up,Company,https://www.meetup.com/,Online,N/A,Free,No,None,,,1.5,https://uk.trustpilot.com/review/meetup.com,N/A,Annual,
Community,Expand,Social/community engagement,4,,Maintenance,387,,Join a social group,Find a local group for your interests or activities,"Sign up to Meetup, and make time to go on this digital platform weekly, to meet new people, learn new things, find support, get out of your comfort zone and pursue your passions.",,Sign me up,UK,Weekly,Meet up,https://www.meetup.com/,All,All,All,,,Meet up,Company,https://www.meetup.com/,Online,N/A,Free,No,None,,,1.5,https://uk.trustpilot.com/review/meetup.com,N/A,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community,Expand,Social/community engagement,4,2,Development,388,389,Join the WI,Learn about the importance of joining social groups,"Joining a social group, such as the WI, is a great way to meet new people, learn new things, find support, get out of your comfort zone and pursue your passions.","We are social beings, and interacting with people is in our nature. But it also brings us benefits on a mental and physical level, social motivation and social contact can help to improve memory formation and recall and protects the brain from neurodegenerative diseases.",Visit site,UK,,,,All,Female,All,,,Pscychology today,Content writer,https://www.psychologytoday.com/us/blog/living-mild-cognitive-impairment/201606/the-health-benefits-socializing,Online,N/A,Free,No,None,,,1.7,https://uk.trustpilot.com/review/www.psychologytoday.com,N/A,Annual,,NWR,Charity,https://nwr.org.uk/,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,,Together friends,Company,https://www.togetherfriends.com/,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,,Women's Institute,Charity,https://www.thewi.org.uk/become-a-member,Online,N/A,Free,No,None,,,,,,,
Community,Expand,Social/community engagement,4,,Maintenance,389,,Join the WI,WI membership offers the opportunity to meet women locally,"Join your local WI, a place for women of all generations, to share and learn from each other. It’s the largest women's network in the UK and isn't all jam and Jerusalem.",,Sign me up,UK,Weekly,Women's Institute,https://www.thewi.org.uk/become-a-member,All,Female,All,,,Women's Institute,Charity,https://www.thewi.org.uk/become-a-member,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community,Expand,Giving back,5,2,Development,390,391,Share an interest,Creating a shared interest group,Learn more about starting your own shared interest group.,"We are social beings, and interacting with people is in our nature. But it also brings us benefits on a mental and physical level, social motivation and social contact can help to improve memory formation and recall and protects the brain from neurodegenerative diseases.",Visit site,UK,,,,All,All,All,,,Meet up,Company,https://www.meetup.com/blog/the-ultimate-guide-to-starting-a-group-on-meetup/,Online,N/A,Free,No,None,,,1.5,https://uk.trustpilot.com/review/meetup.com,N/A,Annual,,Q place,Content writer,https://www.qplace.com/10-tips-for-starting-an-online-group/,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,,Wiki how,Content writer,https://www.wikihow.com/Start-an-Online-Discussion-Community,Online,N/A,Free,No,None,,,4.5,https://uk.trustpilot.com/review/wikihow.com,N/A,Annual,,,,,,,,,,,,,,,,
Community,Expand,Giving back,5,,Maintenance,391,,Share an interest,Create a shared interest group online or in-person,"Create your own shared interest group via Meetup, so you can share your passions and interests. Bringing people together with a shared interest is a great habit for giving back.",,Sign me up,UK,Weekly,Meet up,https://www.meetup.com/,All,All,All,,,Meet up,Company,https://www.meetup.com/,Online,N/A,Free,No,None,,,1.5,https://uk.trustpilot.com/review/meetup.com,N/A,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community,Expand,Social/community engagement,4,1,Development,392,393,Join Nextdoor,Social network with people in your local area,"Learn more about nextdoor, the social network for your local area. It's where you can share news, events and even sell your unwanted stuff.","Social media can pave a good way for networking with people far and wide. You can connect with anyone you want on these platforms and build contacts for your personal and professional life.

",Read,UK,,,,All,All,All,https://guilfordjournals.com/doi/abs/10.1521/jscp.1993.12.1.25,,Nextdoor,Company,https://about.nextdoor.com/,Online,N/A,Free,No,None,,,3.7,https://uk.trustpilot.com/review/nextdoor.co.uk,N/A,Annual,,NCSC,Government Dept,https://www.ncsc.gov.uk/guidance/social-media-how-to-use-it-safely,Online,N/A,Free,No,None,,,3.2,https://uk.trustpilot.com/review/www.ncsc.gov.uk,N/A,Annual,,Smart Social,Content writer,https://smartsocial.com/post/using-social-media-responsibly,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,,,,,,,,,,,,,,,,
Community,Expand,Social/community engagement,4,,Maintenance,393,,Join Nextdoor,Social network with people in your local area,"Signup to nextdoor is a social network for your local area. Share news, events and even sell your unwanted stuff.",,Sign me up,UK,Weekly,Nextdoor,www.nextdoor.co.uk/,All,All,All,https://guilfordjournals.com/doi/abs/10.1521/jscp.1993.12.1.25,,Nextdoor,Company,www.nextdoor.co.uk/,Online,N/A,Free,No,None,,,3.7,https://uk.trustpilot.com/review/nextdoor.co.uk,N/A,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community,Contribute,Social/community engagement,4,3,Development,394,395,Help local wildlife,Find out how to get involved in helping local wildlife,"If you have a love for nature, give back to your community by getting involved in helping wildlife, find out more about how you can help.","Daily contact with nature is linked to better health, reduced levels of chronic stress, reductions in obesity and improved concentration. ",Visit site,UK,,,,All,All,All,https://www.wildlifetrusts.org/cy/node/11181,,Rspb,Charity,https://www.rspb.org.uk/birds-and-wildlife/natures-home-magazine/birds-and-wildlife-articles/food-chains/wildlife-habitats/,Online,N/A,Free,No,None,,,2.2,https://uk.trustpilot.com/review/www.rspb.org.uk,N/A,Annual,,Barnacle hedgehogs,Charity,https://www.barnaclehedgehogs.co.uk/fostering.html,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,,Wild life trust,Charity,https://www.wildlifetrusts.org/cy/actions,Online,N/A,Free,No,None,,,3.5,https://uk.trustpilot.com/review/www.wildlifetrusts.org,N/A,Annual,,Help wildlife,Charity,https://helpwildlife.co.uk/about-us/get-involved/,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,
Community,Contribute,Social/community engagement,4,,Maintenance,395,,Help local wildlife,Volunteer to help local wildlife,Sign up to get involved in helping wildlife in your area and make a habit of giving back to your community.,,Sign me up,UK,Weekly,Help wildlife,https://helpwildlife.co.uk/about-us/get-involved/,All,All,All,https://www.wildlifetrusts.org/cy/node/11181,,Help wildlife,Charity,https://helpwildlife.co.uk/about-us/get-involved/,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community,Belong,Giving back,5,3,Development,396,397,Workplace support,Working women's peer to peer support groups,"Learn more about Leanin, where working women come together to learn from each other and achieve their goals, because women together can be a powerful force for change in the world.",,Visit site,UK,,,,All,Female,Working,https://www.annfammed.org/content/13/Suppl_1/S2.short,,Leanin,Charity,https://leanin.org/about,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,,NWR,Charity,https://nwr.org.uk/,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,,Together friends,Company,https://www.togetherfriends.com/,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,,,,,,,,,,,,,,,,
Community,Belong,Giving back,5,,Maintenance,397,,Workplace support,Working women's peer to peer support groups,"Sign up to Leanin and spend time monthly talking, learning and supporting or getting supported by other women. ",,Sign me up,UK,Monthly,Leanin,https://leanin.org/,All,Female,Working,https://www.annfammed.org/content/13/Suppl_1/S2.short,,Leanin,Charity,https://leanin.org/,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community,Contribute,Giving back,5,3,Development,398,399,Start a shed,How to set up a Men's Shed as a safe place for men to meet,"Men’s Sheds are a place to pursue practical interests, to practice skills and enjoy making and mending - whilst making social connections and friendship - set one up and help men in your community.","We are social beings, and interacting with people is in our nature. But it also brings us benefits on a mental and physical level, social motivation and social contact can help to improve memory formation and recall and protects the brain from neurodegenerative diseases.",Read,UK,,,,50-99,Male,All,https://www.annfammed.org/content/13/Suppl_1/S2.short,,Men in Sheds,Charity,menssheds.org.uk,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,,Mens group,Content writer,https://mensgroup.com/peer-support-group,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,,Man health,Charity,https://www.manhealth.org.uk/peer-support-groups/,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,,,,,,,,,,,,,,,,
Community,Contribute,Giving back,5,,Maintenance,399,,Start a shed,Set up a Men's Shed as a safe place for men to meet,"Set up a Men’s Sheds as a place to pursue practical interests, to practice skills and enjoy making and mending, whilst making social connections and new friendships.",,Sign me up,UK,Weekly,Men in Sheds,https://menssheds.org.uk/about/,50-99,Male,All,https://www.annfammed.org/content/13/Suppl_1/S2.short,,Men in Sheds,Charity,https://menssheds.org.uk/about/,In person,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community,Contribute,Giving back,5,2,Development,400,401,Combat loneliness,Think about volunteering your time to help combat loneliness,Learn more about volunteering in your area,Volunteering gives you that opportunity to ‘pay it forward’ or to give something back in a selfless way. Helping you to connect with others while being good for the mind and body.,Join up,UK,,,,All,All,All,https://books.google.co.uk/books?hl=en&lr=&id=gg1eg1yvmLkC&oi=fnd&pg=PA2&dq=benefits+of+volunteering&ots=drLbyusCP5&sig=EXzwxd_hXupk5V49P3DPHEDrbTU&redir_esc=y#v=onepage&q=benefits%20of%20volunteering&f=false,,Happiness,Content writer,https://www.happiness.com/magazine/personal-growth/why-volunteering-is-important-benefits/,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,,Scouts,Charity,https://www.scouts.org.uk/volunteer/volunteering-with-scouts/what-do-volunteers-do/,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,,Guide dogs,Charity,https://www.guidedogs.org.uk/how-you-can-help/volunteering-for-guide-dogs/volunteer-role-descriptions/puppy-raiser/,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,,Age UK/Silverline,Charity,https://www.ageuk.org.uk/get-involved/volunteer/silver-line-helpline/,Online,N/A,Free,No,None,,,1.6,https://uk.trustpilot.com/review/ageuk.co.uk,N/A,Annual,
Community,Contribute,Giving back,5,,Maintenance,401,,Combat loneliness,Volunteer your time to talk to an older person,Sign up to do weekly volunteering to help your community and make a habit of giving back.,,Sign me up,Uk,Weekly,Age UK/Silverline,https://www.ageuk.org.uk/get-involved/volunteer/silver-line-helpline/,All,All,All,https://books.google.co.uk/books?hl=en&lr=&id=gg1eg1yvmLkC&oi=fnd&pg=PA2&dq=benefits+of+volunteering&ots=drLbyusCP5&sig=EXzwxd_hXupk5V49P3DPHEDrbTU&redir_esc=y#v=onepage&q=benefits%20of%20volunteering&f=false,,Age UK/Silverline,Charity,https://www.ageuk.org.uk/get-involved/volunteer/silver-line-helpline/,Online,N/A,Free,No,None,,,1.6,https://uk.trustpilot.com/review/ageuk.co.uk,N/A,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Community,Contribute,Giving back,5,2,Development,402,403,Learn about U3A,A member run community to enjoy shared interests,"Learn about u3a, a UK wide cooperative movement of people no longer in full time work to continue their educational, social, and creative interests in a friendly and informal environment.","We are social beings, and interacting with people is in our nature. But it also brings us benefits on a mental and physical level, social motivation and social contact can help to improve memory formation and recall and protects the brain from neurodegenerative diseases.",Visit site,UK,,,,50-99,All,All,,,U3A,Charity,https://www.u3a.org.uk/about,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,,Volunteering matters,Charity,https://volunteeringmatters.org.uk/pillars/older-people/,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,,Royal Voluntary Service,Charity,https://www.royalvoluntaryservice.org.uk/volunteering/,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,,,,,,,,,,,,,,,,
Community,Contribute,Giving back,5,,Maintenance,403,,Join U3A,Become part of a member run community,"Sign up to U3A and spend time weekly with people who share the same interests and continue your educational, social, and creative interests in a friendly and informal environment.",,Sign me up,Uk,Weekly,U3A,https://www.u3a.org.uk/join,50-99,All,All,,,U3A,Charity,https://www.u3a.org.uk/join,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Health,Body,Healthy basics,1,,Diagnostic,404,,How are you?,Get a free personalised health score,"A free health quiz, that gives you a personalised score in 10 minutes.  It'll help you better understand your physical health, along with personalised advice and simple tips for healthier living.",,Do,UK,,NHS,https://www.nhs.uk/better-health/how-are-you-quiz/,All,All,All,N/A,,NHS,Government Dept,https://www.nhs.uk/better-health/how-are-you-quiz/,Online,N/A,Free,None,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Health,Mind,Healthy basics,1,,Diagnostic,405,,Home safety checklist,Checklist to help keep you and your home safe,"Checklist to help keep you and your home safe, helping to prevent accidental falls or any other possible risk of injury.",,Visit site,All,,Safety Culture,https://public-library.safetyculture.io/products/elderly-home-safety-checklist,All,All,All,http://www.scielo.org.co/pdf/iee/v33n1/v33n1a05.pdf,,Safety Culture,Company,https://public-library.safetyculture.io/products/elderly-home-safety-checklist,Online,N/A,Free,None,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Health,Nutrition,Healthy basics,1,,Diagnostic,406,,Weight loss goals,Personalised weight loss plan,Get a personalised weight loss plan according to your age to help you reach your health goals.,,Visit site,All,,Omo,https://omo-app.io/start_age_over/,All,All,All,https://www.nia.nih.gov/health/maintaining-healthy-weight,,Omo,Company,https://omo-app.io/start_age_over/,Online,N/A,Paid,None,??,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Health,Body,Preventative care,2,,Diagnostic,407,,Weight management,Calculate your waist to hip ratio,The waist-to-hip ratio is an excellent way of calculating how much excess weight you have and can also be used to indicate susceptibility to a number of health issues.,,Do,UK,,The calculator site,https://www.thecalculatorsite.com/health/whr-calculator.php,All,All,All,N/A,,The calculator site,Content writer,https://www.thecalculatorsite.com/health/whr-calculator.php,Online,N/A,Free,None,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Health,Exercise,Healthy basics,1,,Diagnostic,408,,My fitness age,Calculate what your fitness age is,"The fitness-age calculator determines your fitness age based on how physically fit you are, rather than how many years you've been around.",,Do,UK,,Business insider,https://www.businessinsider.com/whats-my-fitness-age-2016-7?r=US&IR=T,All,All,All,,,Business insider,Content writer,https://www.businessinsider.com/whats-my-fitness-age-2016-7?r=US&IR=T,Online,N/A,Free,None,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Health,Exercise,Preventative care,2,,Diagnostic,409,,Exercise ideas,What is the best exercise for you,A guide to getting started on your exercise journey and developing a balanced plan for you.,,Read,UK,,Help Guide,https://www.helpguide.org/harvard/whats-the-best-exercise-plan-for-me.htm,All,All,All,https://journals.physiology.org/doi/full/10.1152/japplphysiol.00210.2011,,Help Guide,Content writer,https://www.helpguide.org/harvard/whats-the-best-exercise-plan-for-me.htm,Online,N/A,Free,None,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Health,Nutrition,Preventative care,2,,Diagnostic,410,,Meal plan quiz,Take a quiz to help you meet your dietary goals,Take a quiz with unimeal to help you reach your dietary goals with a plan tailored to your age and goals.,,Visit site,All,,Unimeal,https://unimeal.com/gglml/step-goal,All,All,All,https://www.nia.nih.gov/health/maintaining-healthy-weight,,Unimeal,Company,https://unimeal.com/gglml/step-goal,Online,N/A,Paid,None,??,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Health,Exercise,Diagnostic,3,,Diagnostic,411,,How fit are you?,See how your fitness levels measures up,Ready to start a fitness program? Measure your fitness level with a few simple tests. Then use the results to set fitness goals and track your progress.,,Do,UK,,Mayo Clinic,https://www.mayoclinic.org/healthy-lifestyle/fitness/in-depth/fitness/art-20046433,All,All,All,https://journals.physiology.org/doi/full/10.1152/japplphysiol.00210.2011,,Mayo Clinic,Company,https://www.mayoclinic.org/healthy-lifestyle/fitness/in-depth/fitness/art-20046433,Online,N/A,Free,None,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Health,Mind,Preventative care,2,,Diagnostic,412,,Your mind plan,Get a free mind plan,Get your personalised mental health action plan with tips and advice to help you be kind to your mind.,,Do,UK,,NHS,https://www.nhs.uk/every-mind-matters/mental-wellbeing-tips/your-mind-plan-quiz/,All,All,All,,,NHS,Government Dept,https://www.nhs.uk/every-mind-matters/mental-wellbeing-tips/your-mind-plan-quiz/,Online,N/A,Free,None,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Health,Mind,Diagnostic,3,,Diagnostic,413,,Brain quiz,Think you know what keeps you sharp in later life? ,"Researchers working with Age UK, asked more than 3,000 people across the UK a number of questions about what keeps them sharp in later life? Find out how your answers compare.",,Do,UK,,Age UK,https://www.ageuk.org.uk/information-advice/health-wellbeing/mind-body/staying-sharp/how-well-do-you-know-your-brain/,All,All,All,N/A,,Age UK,Charity,https://www.ageuk.org.uk/information-advice/health-wellbeing/mind-body/staying-sharp/how-well-do-you-know-your-brain/,Online,N/A,Free,None,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Health,Nutrition,Diagnostic,3,,Diagnostic,414,,Tailored diet plan,"Diet and exercise plan, tailored to you",Take the short quiz to get a plan that's designed for you to help you reach your diet and fitness goals.,,Visit site,All,,Better me,https://quiz.betterme.world/,All,All,All,https://www.nia.nih.gov/health/maintaining-healthy-weight,,Better me,Company,https://quiz.betterme.world/,Online,N/A,Paid,None,??,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Health,Exercise,Advanced brain & body fitness,4,,Diagnostic,415,,Workout quiz,Find a workout that you can enjoy,Get matched to a workout that you will actually want to do.,,Do,UK,,Nerd Fitness,https://www.nerdfitness.com/workout-quiz/,All,All,All,https://journals.physiology.org/doi/full/10.1152/japplphysiol.00210.2011,,Nerd Fitness,Company,https://www.nerdfitness.com/workout-quiz/,Online,N/A,Free,None,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Health,Nutrition,Advanced brain & body fitness,4,,Diagnostic,416,,Diet quiz,What is the right diet for you,Do you struggle with your weight and wonder which diet would give you the best results? Take the quiz to find the best diet for you.,,Do,UK,,BBC,https://www.bbc.co.uk/food/articles/whats_the_right_diet_for_you,All,All,All,https://www.nia.nih.gov/health/maintaining-healthy-weight,,BBC,Content writer,https://www.bbc.co.uk/food/articles/whats_the_right_diet_for_you,Online,N/A,Free,None,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Health,Nutrition,Optimal health,5,,Diagnostic,417,,Micronutrients quiz,Calculate the right micronutrients for you,This calculator shows your dietary reference intake (DRI) for all micronutrient elements according to your age and sex.,,Do,UK,,Omni calculator,https://www.omnicalculator.com/health/micronutrient,All,All,All,,,Omni calculator,Content writer,https://www.omnicalculator.com/health/micronutrient,Online,N/A,Free,None,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Health,Body,Diagnostics,3,,Diagnostic,418,,Symptom checker,Check your symptoms online,Help identify possible conditions and treatment related to your symptoms.,,Do,UK,,Wen MD,https://symptoms.webmd.com/,All,All,All,,,Wen MD,Company,https://symptoms.webmd.com/,Online,N/A,Free,None,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Health,Body,Advanced brain & body fitness,4,,Diagnostic,419,,Heart disease risk,Check your risk to future heart disease,Assess your risk of getting heart disease in the future with these questions.,,Do,UK,,Cleaveland clinic,https://my.clevelandclinic.org/health/diseases/11917-heart-disease-quiz-whats-your-risk,All,All,All,,,Cleaveland clinic,Company,https://my.clevelandclinic.org/health/diseases/11917-heart-disease-quiz-whats-your-risk,Online,N/A,Free,None,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Health,Body,Optimal health,5,,Diagnostic,420,,Your Vitality age?,Simple calculator to understand more about your health,This simple calculator which helps you understand more about your health. Your Vitality age might be higher or lower than your actual age and serves as an indication of your overall health.,,Do,UK,,Vitality,https://www.vitalityage.co.uk/,All,All,All,N/A,,Vitality,Company,https://www.vitalityage.co.uk/,Online,N/A,Free,None,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
